0.00, 0.0000, 0.0000
0.21, 1.0526, 3.9931
0.42, 2.1053, 7.5515
0.63, 3.1579, 10.6750
0.84, 4.2105, 13.3638
1.05, 5.2632, 15.6177
1.26, 6.3158, 17.4369
1.47, 7.3684, 18.8213
1.68, 8.4211, 19.7709
1.89, 9.4737, 20.2857
2.11, 10.5263, 20.3657
2.32, 11.5789, 20.0109
2.53, 12.6316, 19.2213
2.74, 13.6842, 17.9969
2.95, 14.7368, 16.3377
3.16, 15.7895, 14.2438
3.37, 16.8421, 11.7150
3.58, 17.8947, 8.7515
3.79, 18.9474, 5.3531
4.00, 20.0000, 1.5200
